0.000000000000000000e+00,1.660874233315991688e+01,8.375360535120725258e-02,1.544332135850802388e+02,3.579097380008982299e+01,-2.336605329157479005e+01,1.365874280813784702e-01,-3.287735627110076830e+00,8.782748662074431056e-01,7.086994282155074931e-02,3.748678644752108380e-02,1.528538524541926379e-07,7.390612752015182077e-05
1.000000000000000000e+00,2.807821001329045885e+01,7.407468752505043386e-02,-1.589420377248136695e+01,4.362928010125934897e+00,-9.530422338601953314e+00,1.172476022186423467e-01,-3.120845086120419554e-01,1.021290112225416324e+00,9.084740925655970800e-02,3.821065525445834637e-02,1.075327216327406868e-07,1.013971437390111501e-04
2.000000000000000000e+00,1.588217503820404204e+02,1.122904295666331681e-01,-5.420027090307002027e+00,5.172251379794121817e+01,4.660230206716899914e+00,5.442689902109039413e-02,-5.098735964969556278e-01,5.042986291201508875e-01,3.446621976886175137e-02,3.797409261567343680e-02,6.251698452253862021e-08,3.635925117059159731e-05
3.000000000000000000e+00,4.777695696019367233e+01,3.986461414480030330e-02,2.045376317336568093e+02,2.593721208722872262e+00,-6.800184011974351961e+01,2.197350897022551930e-01,-3.476265333036605565e+00,1.355456640619689734e+00,8.514687471653287210e-02,4.343229791294231368e-02,1.409694098590592513e-07,1.424391466473214931e-04
4.000000000000000000e+00,4.053633926997167691e+01,7.002289877085855763e-02,8.429552115504652221e+00,5.200349518146504124e+01,9.307388859679916138e+00,4.141131959893304404e-02,-6.278767404760747795e-01,5.804361390060490677e-01,4.326380691031209841e-02,4.585948022601202961e-02,9.452055475553648792e-08,3.833821410927834626e-05
5.000000000000000000e+00,2.319867369381297522e+02,2.098521725297891882e-01,4.167215166399012105e+02,4.582384024107710729e-02,-1.400399982065607674e+02,2.395051093418567312e-01,-3.016697161718344233e+00,4.715580899004469528e-01,4.796378480523811466e-02,3.632583703284054250e-02,6.122598432940910478e-08,4.932778557277060891e-05
6.000000000000000000e+00,4.059687420997420304e+00,1.173760866762082189e-01,9.650514305715381624e+01,5.575168063945106667e+00,4.636349326583566466e-01,2.708007586805322164e-02,-1.020625151852712742e+00,9.839650729830629050e-01,9.859322696096267657e-02,7.681079952575335656e-02,2.814218950158463254e-07,9.539916861744082352e-05
7.000000000000000000e+00,-3.472862248722833556e+00,8.160831921290566393e-02,3.414946686298173972e+01,2.578614587637932942e+01,3.322448776327873610e+00,4.924787651947166306e-02,-8.396848646649650583e-01,6.647744144474962980e-01,6.626415884831730885e-02,2.695908797782125416e-02,8.859566634442775079e-08,6.359609773932615973e-05
8.000000000000000000e+00,9.225058375024094914e+01,8.751466618975362044e-02,2.515330891808753222e+01,3.628869744494529215e+01,-2.751644797717326796e+01,1.370818660899200403e-01,-1.903594080300777147e+00,7.983377866873555551e-01,5.691959157267720976e-02,4.170602810831802731e-02,1.001732095500581371e-07,1.116256735760952124e-04
9.000000000000000000e+00,-1.142569968814183312e+01,2.147761200953033633e-01,1.265808908180695482e+02,1.127483362680987611e+01,-1.610515314621479277e+01,1.099409025760206549e-01,-2.634159341516527419e+00,1.118865777368804659e+00,7.849058625583890669e-02,5.171064431744563927e-02,1.119162996706346637e-07,1.348398375666172867e-04
1.000000000000000000e+01,3.400537562850530549e+01,1.256561933341480974e-01,6.536975548700789318e+01,1.916705206675792184e+01,3.577753608328147816e+00,5.063573979040170842e-02,-1.183740898326873126e+00,1.034776754052066261e+00,9.415535912013847653e-02,3.604707606852738250e-02,1.239305651598362389e-07,1.122722938697368115e-04
1.100000000000000000e+01,5.183029719290374260e+00,2.742072879404623686e-02,-2.891287220568685257e+01,5.173340543626038368e+01,-1.151608904670674605e+01,9.491648240326965025e-02,-3.666074776800581914e-01,5.242997046508774961e-01,3.739264233502413021e-02,3.576602104033869273e-02,4.833685620643989403e-08,3.925285472442050904e-05
1.200000000000000000e+01,7.536491952686624529e+01,9.563832293249184546e-02,1.901338354204983716e+02,-4.058186325687508145e+00,-6.155755401311515840e+01,2.027336987173592453e-01,-3.048948057355405084e+00,1.361330937461508350e+00,7.691023047137821034e-02,4.062513463777843448e-02,1.275557080064934145e-07,1.582650529941836298e-04
1.300000000000000000e+01,5.499947508165951149e+01,9.239577013037739150e-02,8.488681455439655110e+01,8.517568407819933185e+00,4.172583114277045979e+00,5.567741121453135406e-02,-1.308575162015040982e+00,1.034057942218189252e+00,8.639911167457606234e-02,3.441788274607304049e-02,1.246192924471064863e-07,1.140498078608061700e-04
1.400000000000000000e+01,-2.351425678179788292e+01,7.906908457001178558e-02,8.894288090642245947e+01,2.266501512121871542e+01,-2.102330216046859945e+01,1.124263067186026532e-01,-2.055468960688154656e+00,1.404116675855787033e+00,6.712579024899680002e-02,5.924944447085880167e-02,9.424337497549889967e-08,1.258504345053177082e-04
1.500000000000000000e+01,4.447402672726606454e+01,7.284259886628685621e-02,9.992938618018800412e+01,4.068276347092097467e+01,-2.958342869214196469e+01,1.052539344657341808e-01,-1.313681682744441526e+00,7.975169215620551144e-01,9.032982318106135000e-02,4.619227848102950423e-02,1.356649332747963736e-07,7.798867857391313726e-05
1.600000000000000000e+01,1.674998282110727814e+02,1.103776591406075286e-01,-8.188764382495568839e+01,2.394446411089688098e+01,-5.788082636313234275e-01,1.215536342131542796e-01,-3.010126743635610502e-02,4.577167379831202920e-01,4.504670213197961570e-02,3.433890200490905681e-02,3.613251484176176257e-08,4.742604750092074806e-05
1.700000000000000000e+01,9.433085434174401485e+00,6.086414354338837152e-02,7.807658602480347554e+01,4.010355598537463351e+01,-2.655448641679203092e+01,1.218922366210310609e-01,-2.554265241653860929e+00,7.798627821616088696e-01,5.667720363995234351e-02,3.862188887387243974e-02,1.010338591845308339e-07,1.157657562794828731e-04
1.800000000000000000e+01,-4.148443854143782517e+01,3.077776955003488218e-02,1.006275655554352397e+02,3.770573941711247556e+01,-2.545769794695620192e+01,1.099581455177925382e-01,-2.576424647966784942e+00,7.058125857288256588e-01,5.353593233625181247e-02,3.448372829903872949e-02,9.520495382458923379e-08,1.061175393142320812e-04
1.900000000000000000e+01,-5.829627363001743845e+01,8.022483134808684746e-02,-3.153233162001378531e+01,1.212285237202013199e+01,7.908829601140590526e+00,9.819463035001663176e-02,-7.043081719363755155e-01,9.412701091778685747e-01,7.497270794250376902e-02,4.550630684240555140e-02,1.801338876628574952e-07,9.100185278608463287e-05
