4.138240777666996000e+05,3.778955201586761978e+06,2.072220000000000084e+02,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,2.420000000000000000e+03,6.100000000000000000e+01
4.043235156875327229e+05,3.752383117814283818e+06,1.024370000000000118e+02,1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.786000000000000000e+03,6.200000000000000000e+01
3.759145224426664645e+05,3.782746631079888903e+06,1.369779999999999802e+02,1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,1.544000000000000000e+03,7.700000000000000000e+01
4.223964743689132156e+05,3.774478833285798319e+06,1.751590000000000202e+02,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.440000000000000000e+03,3.400000000000000000e+01
3.634457634291371214e+05,3.779087433567028958e+06,2.359790000000000134e+02,1.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,3.522000000000000000e+03,6.100000000000000000e+01
3.889142209757279488e+05,3.757217188674124889e+06,1.080529999999999973e+02,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.152000000000000000e+03,5.200000000000000000e+01
3.908129924251534976e+05,3.748410402724591084e+06,1.176529999999999916e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.149000000000000000e+03,7.000000000000000000e+01
3.978515665312713245e+05,3.742313523482423276e+06,5.978600000000000136e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.873000000000000000e+03,6.400000000000000000e+01
3.535773811068892828e+05,3.780738616713501979e+06,9.864399999999999125e+01,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.999000000000000000e+03,6.600000000000000000e+01
3.811494515491550555e+05,3.784416365789633710e+06,2.450609999999999786e+02,1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,3.470000000000000000e+03,3.700000000000000000e+01
3.749215738136157161e+05,3.787362677597572096e+06,6.753399999999999181e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,8.760000000000000000e+02,6.900000000000000000e+01
3.737998826135386480e+05,3.746387793550556060e+06,1.062139999999999986e+02,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.641000000000000000e+03,6.200000000000000000e+01
3.605616339651771123e+05,3.787131283254385460e+06,1.240989999999999895e+02,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.498000000000000000e+03,6.500000000000000000e+01
3.991180690672900528e+05,3.777702705189098138e+06,3.600500000000000256e+01,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,3.800000000000000000e+03,1.090000000000000000e+02
4.021429813556006411e+05,3.761794805332797579e+06,1.435560000000000116e+02,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.498000000000000000e+03,7.600000000000000000e+01
3.796333861759220599e+05,3.791337111480522901e+06,1.575780000000000030e+02,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.378000000000000000e+03,5.900000000000000000e+01
4.223384137811927358e+05,3.779046746313231066e+06,4.315989999999999895e+02,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.468000000000000000e+03,5.000000000000000000e+01
4.002921030990381259e+05,3.749538203412648290e+06,1.446629999999999825e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.580000000000000000e+03,4.400000000000000000e+01
3.967357204703186871e+05,3.782332084817674942e+06,1.001879999999999882e+02,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.611000000000000000e+03,6.900000000000000000e+01
4.091936094751959899e+05,3.761618846971727908e+06,2.050999999999999943e+02,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,2.600000000000000000e+03,5.500000000000000000e+01
4.310657949400634971e+05,3.771343344189708587e+06,2.462099999999999866e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.017000000000000000e+03,6.500000000000000000e+01
3.785326867039839271e+05,3.734982199002152309e+06,1.530720000000000027e+02,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.367000000000000000e+03,6.200000000000000000e+01
3.600086342399243731e+05,3.792114456302793231e+06,2.799399999999999977e+02,1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,2.680000000000000000e+03,5.800000000000000000e+01
3.785938266438114806e+05,3.749728525670558680e+06,2.876699999999999946e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.176000000000000000e+03,6.800000000000000000e+01
4.095995195740798954e+05,3.755337165323121473e+06,1.799120000000000061e+02,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.584000000000000000e+03,6.200000000000000000e+01
3.763673767120374832e+05,3.752213251384181902e+06,3.875600000000000023e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,8.120000000000000000e+02,6.400000000000000000e+01
3.654227536733651068e+05,3.781763216518559493e+06,1.892759999999999820e+02,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.824000000000000000e+03,7.000000000000000000e+01
3.792293001933843479e+05,3.759561858594890218e+06,8.841799999999999216e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.375000000000000000e+03,8.900000000000000000e+01
3.950762232457470382e+05,3.764935013676276896e+06,4.848100000000000165e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,8.260000000000000000e+02,8.900000000000000000e+01
3.721352792746941559e+05,3.748454938496727962e+06,1.938100000000000023e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.560000000000000000e+02,7.000000000000000000e+01
3.728881329707218101e+05,3.754670784838601947e+06,1.813190000000000168e+02,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.350000000000000000e+03,7.700000000000000000e+01
3.651349305470774998e+05,3.783954413006633054e+06,6.968000000000000682e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.572000000000000000e+03,7.800000000000000000e+01
4.134057216195932706e+05,3.771976867806307971e+06,4.491799999999999926e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.553000000000000000e+03,5.800000000000000000e+01
3.704831825907611055e+05,3.782565367516732309e+06,5.625600000000000023e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.588000000000000000e+03,6.900000000000000000e+01
4.100663890191700775e+05,3.769030023511575069e+06,1.159929999999999950e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,2.382000000000000000e+03,6.300000000000000000e+01
3.845578274675792200e+05,3.789847747190043796e+06,2.933700000000000045e+02,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,3.073000000000000000e+03,5.200000000000000000e+01
4.091394319218171295e+05,3.753381748805745039e+06,2.459099999999999966e+02,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.634000000000000000e+03,5.600000000000000000e+01
3.996599219567956752e+05,3.753862045657342300e+06,2.959400000000000119e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.149000000000000000e+03,6.200000000000000000e+01
3.674183229044656036e+05,3.787920017020183150e+06,1.164500000000000028e+02,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.014000000000000000e+03,6.800000000000000000e+01
4.029469713265549508e+05,3.761369887953169178e+06,1.215010000000000048e+02,1.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,1.909000000000000000e+03,7.400000000000000000e+01
3.734303024371046340e+05,3.745713619615926407e+06,2.678600000000000136e+02,1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,2.301000000000000000e+03,6.000000000000000000e+01
3.785743923794489237e+05,3.747946199004443828e+06,6.418300000000000693e+01,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.917000000000000000e+03,5.700000000000000000e+01
3.623940655594104901e+05,3.778413619676660746e+06,7.500000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,3.111000000000000000e+03,5.000000000000000000e+01
3.990562514502175618e+05,3.770326511427399237e+06,1.476109999999999900e+02,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.074000000000000000e+03,9.300000000000000000e+01
3.782109488971372484e+05,3.747344086231764872e+06,9.821799999999998931e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.012000000000000000e+03,6.600000000000000000e+01
3.816444943623274448e+05,3.766880217556596268e+06,3.146099999999999852e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.222000000000000000e+03,5.900000000000000000e+01
3.961717289267511806e+05,3.780631175114227924e+06,9.176999999999999602e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.200000000000000000e+02,9.500000000000000000e+01
4.290560188853840809e+05,3.775844183647394180e+06,1.840929999999999893e+02,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.161000000000000000e+03,3.900000000000000000e+01
3.805028137953171972e+05,3.741597174485618714e+06,1.699140000000000157e+02,1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,2.082000000000000000e+03,4.900000000000000000e+01
3.897911422082157806e+05,3.764670424185560551e+06,4.525999999999999801e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,9.480000000000000000e+02,9.300000000000000000e+01
3.898333458513484220e+05,3.771555346525778063e+06,6.923199999999999932e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,8.120000000000000000e+02,6.400000000000000000e+01
3.614209508815715672e+05,3.792376750717731658e+06,8.679999999999999716e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.051000000000000000e+03,6.500000000000000000e+01
4.213927367366074468e+05,3.761729672086028848e+06,3.478009999999999877e+02,1.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,3.358000000000000000e+03,3.400000000000000000e+01
4.120785469635028276e+05,3.768640460720943753e+06,9.689499999999999602e+01,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.832000000000000000e+03,5.800000000000000000e+01
3.810224115368999192e+05,3.756610598546804860e+06,7.029899999999999238e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.196000000000000000e+03,8.200000000000000000e+01
4.220760697430365835e+05,3.761596830247846898e+06,6.453029999999999973e+02,1.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,4.521000000000000000e+03,1.900000000000000000e+01
3.692139712571313139e+05,3.767350233369185124e+06,2.159699999999999775e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.608000000000000000e+03,8.700000000000000000e+01
